Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementClickable(findTestObject(""Object Repository/Page_Report - Simikro/i_Eko Prasetyo_fas fa-file-pdf_1_2""))",Firefox 138.0.4,,,20-05-2025 03:23:24,20-05-2025 03:23:24,0.278s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Page_Report - Simikro/i_Eko Prasetyo_fas fa-file-pdf""))",Firefox 138.0.4,,,20-05-2025 03:23:24,20-05-2025 03:23:24,0.272s,PASSED
takeFullPageScreenshot(),Firefox 138.0.4,,,20-05-2025 03:23:24,20-05-2025 03:23:27,2.661s,PASSED
"click(findTestObject(""Object Repository/Page_Report - Simikro/a_Mulai Penilaian""))",Firefox 138.0.4,,,20-05-2025 03:23:27,20-05-2025 03:23:31,3.923s,PASSED
"rightClick(findTestObject(""Object Repository/Page_Penilaian MBKM - Simikro/label_Nilai Rekomendasi Program            _79c0da""))",Firefox 138.0.4,,,20-05-2025 03:23:31,20-05-2025 03:23:31,0.701s,PASSED
"click(findTestObject(""Object Repository/Page_Penilaian MBKM - Simikro/button_Pilih Mata Kuliah""))",Firefox 138.0.4,,,20-05-2025 03:23:31,20-05-2025 03:23:32,0.556s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_Penilaian MBKM - Simikro/select_Pilih Mata Kuliah                   _9d5dd4""), ""1"", true)",Firefox 138.0.4,,,20-05-2025 03:23:32,20-05-2025 03:23:33,1.292s,PASSED
"setText(findTestObject(""Object Repository/Page_Penilaian MBKM - Simikro/input_Aksi_nilai""), ""90"")",Firefox 138.0.4,,,20-05-2025 03:23:33,20-05-2025 03:23:34,0.547s,PASSED
"click(findTestObject(""Object Repository/Page_Penilaian MBKM - Simikro/button_Tambah Data""))",Firefox 138.0.4,,,20-05-2025 03:23:34,20-05-2025 03:23:34,0.507s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_Penilaian MBKM - Simikro/select_Pilih Mata Kuliah                   _72d249""), ""2"", true)",Firefox 138.0.4,,,20-05-2025 03:23:34,20-05-2025 03:23:35,1.115s,PASSED
"setText(findTestObject(""Object Repository/Page_Penilaian MBKM - Simikro/input_Aksi_nilai_1""), ""85"")",Firefox 138.0.4,,,20-05-2025 03:23:35,20-05-2025 03:23:36,0.537s,PASSED
"click(findTestObject(""Object Repository/Page_Penilaian MBKM - Simikro/button_Tambah Data""))",Firefox 138.0.4,,,20-05-2025 03:23:36,20-05-2025 03:23:36,0.482s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_Penilaian MBKM - Simikro/select_Pilih Mata Kuliah                   _72d249_1""), ""3"", true)",Firefox 138.0.4,,,20-05-2025 03:23:36,20-05-2025 03:23:38,1.188s,PASSED
"setText(findTestObject(""Object Repository/Page_Penilaian MBKM - Simikro/input_Aksi_nilai_1_2""), ""80"")",Firefox 138.0.4,,,20-05-2025 03:23:38,20-05-2025 03:23:38,0.543s,PASSED
"scrollToElement(findTestObject(""Object Repository/Page_Penilaian MBKM - Simikro/button_Simpan""), 0)",Firefox 138.0.4,,,20-05-2025 03:23:38,20-05-2025 03:23:38,0.312s,PASSED
"click(findTestObject(""Object Repository/Page_Penilaian MBKM - Simikro/button_Simpan""))",Firefox 138.0.4,,,20-05-2025 03:23:38,20-05-2025 03:23:45,6.558s,PASSED
"click(findTestObject(""Object Repository/Page_Penilaian MBKM - Simikro/a_Terbitkan""))",Firefox 138.0.4,,,20-05-2025 03:23:45,20-05-2025 03:24:19,34.267s,PASSED
takeFullPageScreenshot(),Firefox 138.0.4,,,20-05-2025 03:24:19,20-05-2025 03:24:21,2.014s,PASSED
"click(findTestObject(""Object Repository/Page_Penilaian MBKM - Simikro/a_Hasil Penilaian""))",Firefox 138.0.4,,,20-05-2025 03:24:21,20-05-2025 03:24:23,1.407s,PASSED
delay(3),Firefox 138.0.4,,,20-05-2025 03:24:23,20-05-2025 03:24:26,3.053s,PASSED
takeFullPageScreenshot(),Firefox 138.0.4,,,20-05-2025 03:24:26,20-05-2025 03:24:26,0.495s,PASSED
"navigateToUrl(""http://127.0.0.1:8000/dashboard"")",Firefox 138.0.4,,,20-05-2025 03:24:26,20-05-2025 03:24:29,2.483s,PASSED
,,,,,,,
Test Cases/Common/TC_Logout,Firefox 138.0.4,Logs out the current user session.,,20-05-2025 03:24:29,20-05-2025 03:24:35,6.339s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard - Simikro/img_Simikro_profile-image rounded-circle""))",Firefox 138.0.4,,,20-05-2025 03:24:29,20-05-2025 03:24:30,0.765s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard - Simikro/button_Keluar""))",Firefox 138.0.4,,,20-05-2025 03:24:30,20-05-2025 03:24:30,0.498s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard - Simikro/button_Ya""))",Firefox 138.0.4,,,20-05-2025 03:24:30,20-05-2025 03:24:32,1.786s,PASSED
pageVerification.GoToWelcome.verifyWelcomePageIsDisplayed(),Firefox 138.0.4,,,20-05-2025 03:24:32,20-05-2025 03:24:33,1.394s,PASSED
takeFullPageScreenshot(STOP_ON_FAILURE),Firefox 138.0.4,,,20-05-2025 03:24:33,20-05-2025 03:24:34,0.391s,PASSED
closeBrowser(),Firefox 138.0.4,,,20-05-2025 03:24:34,20-05-2025 03:24:35,1.440s,PASSED
