Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_Mata Kuliah - Simikro/button_Yes""))",Edge Chromium 136.0.3240.76,,,20-05-2025 03:23:03,20-05-2025 03:23:04,0.716s,PASSED
takeFullPageScreenshot(),Edge Chromium 136.0.3240.76,,,20-05-2025 03:23:04,20-05-2025 03:23:12,8.500s,PASSED
"navigateToUrl(""http://127.0.0.1:8000/dashboard"")",Edge Chromium 136.0.3240.76,,,20-05-2025 03:23:12,20-05-2025 03:23:19,6.895s,PASSED
,,,,,,,
Test Cases/User Flow/Prodi/TC_AssessingSubmission,Edge Chromium 136.0.3240.76,Assesses a student’s submission as a study program representative.,,20-05-2025 03:23:19,20-05-2025 03:24:36,1m - 16.947s,PASSED
"click(findTestObject(""Object Repository/Page_Mata Kuliah - Simikro/span_Pengajuan Konversi""))",Edge Chromium 136.0.3240.76,,,20-05-2025 03:23:19,20-05-2025 03:23:25,5.826s,PASSED
"click(findTestObject(""Object Repository/Page_Report - Simikro/td_Eko Prasetyo""))",Edge Chromium 136.0.3240.76,,,20-05-2025 03:23:25,20-05-2025 03:23:31,5.645s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Report - Simikro/span_MENUNGGU PENILAIAN""), ""MENUNGGU PENILAIAN"")",Edge Chromium 136.0.3240.76,,,20-05-2025 03:23:31,20-05-2025 03:23:31,0.550s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Page_Report - Simikro/i_Eko Prasetyo_fas fa-file-pdf_1""))",Edge Chromium 136.0.3240.76,,,20-05-2025 03:23:31,20-05-2025 03:23:32,0.390s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Page_Report - Simikro/i_Eko Prasetyo_fas fa-file-pdf_1_2""))",Edge Chromium 136.0.3240.76,,,20-05-2025 03:23:32,20-05-2025 03:23:32,0.376s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Page_Report - Simikro/i_Eko Prasetyo_fas fa-file-pdf""))",Edge Chromium 136.0.3240.76,,,20-05-2025 03:23:32,20-05-2025 03:23:32,0.312s,PASSED
takeFullPageScreenshot(),Edge Chromium 136.0.3240.76,,,20-05-2025 03:23:32,20-05-2025 03:23:34,1.389s,PASSED
"click(findTestObject(""Object Repository/Page_Report - Simikro/a_Mulai Penilaian""))",Edge Chromium 136.0.3240.76,,,20-05-2025 03:23:34,20-05-2025 03:23:38,3.694s,PASSED
"rightClick(findTestObject(""Object Repository/Page_Penilaian MBKM - Simikro/label_Nilai Rekomendasi Program            _79c0da""))",Edge Chromium 136.0.3240.76,,,20-05-2025 03:23:38,20-05-2025 03:23:38,0.659s,PASSED
"click(findTestObject(""Object Repository/Page_Penilaian MBKM - Simikro/button_Pilih Mata Kuliah""))",Edge Chromium 136.0.3240.76,,,20-05-2025 03:23:38,20-05-2025 03:23:39,0.493s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_Penilaian MBKM - Simikro/select_Pilih Mata Kuliah                   _9d5dd4""), ""1"", true)",Edge Chromium 136.0.3240.76,,,20-05-2025 03:23:39,20-05-2025 03:23:40,1.495s,PASSED
"setText(findTestObject(""Object Repository/Page_Penilaian MBKM - Simikro/input_Aksi_nilai""), ""90"")",Edge Chromium 136.0.3240.76,,,20-05-2025 03:23:40,20-05-2025 03:23:41,0.949s,PASSED
"click(findTestObject(""Object Repository/Page_Penilaian MBKM - Simikro/button_Tambah Data""))",Edge Chromium 136.0.3240.76,,,20-05-2025 03:23:41,20-05-2025 03:23:42,0.406s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_Penilaian MBKM - Simikro/select_Pilih Mata Kuliah                   _72d249""), ""2"", true)",Edge Chromium 136.0.3240.76,,,20-05-2025 03:23:42,20-05-2025 03:23:43,1.366s,PASSED
"setText(findTestObject(""Object Repository/Page_Penilaian MBKM - Simikro/input_Aksi_nilai_1""), ""85"")",Edge Chromium 136.0.3240.76,,,20-05-2025 03:23:43,20-05-2025 03:23:44,0.724s,PASSED
"click(findTestObject(""Object Repository/Page_Penilaian MBKM - Simikro/button_Tambah Data""))",Edge Chromium 136.0.3240.76,,,20-05-2025 03:23:44,20-05-2025 03:23:45,1.293s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_Penilaian MBKM - Simikro/select_Pilih Mata Kuliah                   _72d249_1""), ""3"", true)",Edge Chromium 136.0.3240.76,,,20-05-2025 03:23:45,20-05-2025 03:23:46,1.357s,PASSED
"setText(findTestObject(""Object Repository/Page_Penilaian MBKM - Simikro/input_Aksi_nilai_1_2""), ""80"")",Edge Chromium 136.0.3240.76,,,20-05-2025 03:23:46,20-05-2025 03:23:47,0.799s,PASSED
"scrollToElement(findTestObject(""Object Repository/Page_Penilaian MBKM - Simikro/button_Simpan""), 0)",Edge Chromium 136.0.3240.76,,,20-05-2025 03:23:47,20-05-2025 03:23:47,0.353s,PASSED
"click(findTestObject(""Object Repository/Page_Penilaian MBKM - Simikro/button_Simpan""))",Edge Chromium 136.0.3240.76,,,20-05-2025 03:23:47,20-05-2025 03:23:54,6.255s,PASSED
"click(findTestObject(""Object Repository/Page_Penilaian MBKM - Simikro/a_Terbitkan""))",Edge Chromium 136.0.3240.76,,,20-05-2025 03:23:54,20-05-2025 03:24:28,34.299s,PASSED
takeFullPageScreenshot(),Edge Chromium 136.0.3240.76,,,20-05-2025 03:24:28,20-05-2025 03:24:29,1.310s,PASSED
"click(findTestObject(""Object Repository/Page_Penilaian MBKM - Simikro/a_Hasil Penilaian""))",Edge Chromium 136.0.3240.76,,,20-05-2025 03:24:29,20-05-2025 03:24:31,1.192s,PASSED
delay(3),Edge Chromium 136.0.3240.76,,,20-05-2025 03:24:31,20-05-2025 03:24:34,3.086s,PASSED
takeFullPageScreenshot(),Edge Chromium 136.0.3240.76,,,20-05-2025 03:24:34,20-05-2025 03:24:34,0.450s,PASSED
"navigateToUrl(""http://127.0.0.1:8000/dashboard"")",Edge Chromium 136.0.3240.76,,,20-05-2025 03:24:34,20-05-2025 03:24:36,2.003s,PASSED
,,,,,,,
Test Cases/Common/TC_Logout,Edge Chromium 136.0.3240.76,Logs out the current user session.,,20-05-2025 03:24:36,20-05-2025 03:24:42,6.140s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard - Simikro/img_Simikro_profile-image rounded-circle""))",Edge Chromium 136.0.3240.76,,,20-05-2025 03:24:36,20-05-2025 03:24:37,0.554s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard - Simikro/button_Keluar""))",Edge Chromium 136.0.3240.76,,,20-05-2025 03:24:37,20-05-2025 03:24:37,0.350s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard - Simikro/button_Ya""))",Edge Chromium 136.0.3240.76,,,20-05-2025 03:24:37,20-05-2025 03:24:38,0.590s,PASSED
pageVerification.GoToWelcome.verifyWelcomePageIsDisplayed(),Edge Chromium 136.0.3240.76,,,20-05-2025 03:24:38,20-05-2025 03:24:40,2.387s,PASSED
takeFullPageScreenshot(STOP_ON_FAILURE),Edge Chromium 136.0.3240.76,,,20-05-2025 03:24:40,20-05-2025 03:24:41,0.754s,PASSED
closeBrowser(),Edge Chromium 136.0.3240.76,,,20-05-2025 03:24:41,20-05-2025 03:24:42,1.469s,PASSED
